flight_id,flight_no,scheduled_departure,scheduled_arrival,actual_departure,actual_arrival,departure_airport,arrival_airport,aircraft_code,status,base_fare_economy
181,AC1180,2025-02-21 21:00:00,2025-02-22 06:48:00,2025-02-22 00:08:00,2025-02-22 09:56:00,DEL,BOM,CR9,Delayed,228.77
182,AC1181,2025-04-03 10:45:00,2025-04-03 12:45:00,2025-04-03 10:45:00,2025-04-03 12:45:00,BOM,DEL,32N,On Time,717.26
183,AC1182,2025-05-26 19:15:00,2025-05-27 03:27:00,2025-05-26 19:15:00,2025-05-27 03:27:00,AMS,JFK,388,On Time,791.16
184,AC1183,2025-04-10 16:45:00,2025-04-11 00:03:00,2025-04-10 16:45:00,2025-04-11 00:03:00,BLR,JNB,CR9,On Time,436.95
185,AC1184,2025-04-13 09:30:00,2025-04-13 11:42:00,2025-04-13 09:30:00,2025-04-13 11:42:00,LHR,NRT,32N,On Time,428.11
186,AC1185,2025-09-22 08:30:00,2025-09-22 11:00:00,2025-09-22 08:30:00,2025-09-22 11:00:00,YYZ,DEL,738,On Time,492.93
187,AC1186,2025-08-12 07:15:00,2025-08-12 18:57:00,2025-08-12 07:51:00,2025-08-12 19:33:00,LHR,DXB,CR9,Delayed,464.36
188,AC1187,2025-05-01 17:00:00,2025-05-01 23:12:00,2025-05-01 17:00:00,2025-05-01 23:12:00,BOM,FRA,77W,On Time,892.59
189,AC1188,2025-06-21 09:15:00,2025-06-21 11:15:00,,,SYD,DXB,738,Cancelled,512.14
190,AC1189,2025-12-28 20:45:00,2025-12-29 05:57:00,2025-12-28 21:19:00,2025-12-29 06:31:00,SYD,BOM,CR9,Delayed,332.42
191,AC1190,2025-11-08 21:45:00,2025-11-09 00:39:00,2025-11-08 21:45:00,2025-11-09 00:39:00,SYD,CDG,388,On Time,369.96
192,AC1191,2025-11-24 19:00:00,2025-11-24 21:54:00,2025-11-24 22:02:00,2025-11-25 00:56:00,JFK,LHR,789,Delayed,564.92
193,AC1192,2025-05-04 09:30:00,2025-05-04 16:24:00,2025-05-04 09:30:00,2025-05-04 16:24:00,DXB,DEL,388,On Time,319.67
194,AC1193,2025-12-09 07:30:00,2025-12-09 09:48:00,2025-12-09 07:30:00,2025-12-09 09:48:00,BOM,HKG,738,On Time,541.08
195,AC1194,2025-01-11 17:45:00,2025-01-11 19:45:00,2025-01-11 17:45:00,2025-01-11 19:45:00,AMS,DXB,388,On Time,429.84
196,AC1195,2025-02-04 16:15:00,2025-02-05 02:57:00,2025-02-04 16:15:00,2025-02-05 02:57:00,HKG,JFK,77W,On Time,760.35
197,AC1196,2025-03-10 06:30:00,2025-03-10 14:48:00,2025-03-10 07:44:00,2025-03-10 16:02:00,SIN,SYD,77W,Delayed,809.22
198,AC1197,2025-09-03 10:15:00,2025-09-03 12:33:00,2025-09-03 10:15:00,2025-09-03 12:33:00,DXB,SIN,738,On Time,499.87
199,AC1198,2025-04-13 06:30:00,2025-04-13 19:42:00,2025-04-13 06:30:00,2025-04-13 19:42:00,DEL,BOM,321,On Time,940.97
200,AC1199,2025-01-19 11:30:00,2025-01-19 17:30:00,2025-01-19 14:47:00,2025-01-19 20:47:00,CDG,JFK,77W,Delayed,395.5
201,AC1200,2025-08-12 17:45:00,2025-08-13 06:27:00,2025-08-12 17:45:00,2025-08-13 06:27:00,LAX,JFK,77W,On Time,928.19
202,AC1201,2025-07-08 21:30:00,2025-07-09 09:00:00,2025-07-08 21:30:00,2025-07-09 09:00:00,LHR,ORD,789,On Time,185.51
203,AC1202,2025-04-03 22:30:00,2025-04-04 04:00:00,2025-04-03 22:30:00,2025-04-04 04:00:00,FRA,BLR,CR9,On Time,668.56
204,AC1203,2025-08-07 10:45:00,2025-08-07 16:39:00,2025-08-07 10:45:00,2025-08-07 16:39:00,DEL,BOM,388,On Time,842.13
205,AC1204,2025-05-21 06:00:00,2025-05-21 15:54:00,2025-05-21 06:00:00,2025-05-21 15:54:00,DEL,JNB,789,On Time,545.86
206,AC1205,2025-01-16 09:45:00,2025-01-16 11:39:00,2025-01-16 09:45:00,2025-01-16 11:39:00,HKG,ORD,32N,On Time,766.17
207,AC1206,2025-10-18 06:15:00,2025-10-18 16:15:00,,,BOM,DEL,789,Cancelled,428.77
208,AC1207,2025-03-12 21:30:00,2025-03-13 04:00:00,2025-03-12 21:30:00,2025-03-13 04:00:00,HKG,FRA,388,On Time,327.18
209,AC1208,2025-04-06 20:45:00,2025-04-07 09:39:00,2025-04-06 20:45:00,2025-04-07 09:39:00,LAX,JFK,738,On Time,763.22
210,AC1209,2025-11-10 14:45:00,2025-11-10 18:45:00,2025-11-10 14:45:00,2025-11-10 18:45:00,SIN,DFW,32N,On Time,181.46
211,AC1210,2025-08-16 07:30:00,2025-08-16 17:18:00,2025-08-16 07:30:00,2025-08-16 17:18:00,ORD,DFW,738,On Time,576.5
212,AC1211,2025-03-22 10:30:00,2025-03-22 18:24:00,2025-03-22 10:30:00,2025-03-22 18:24:00,DEL,BOM,77W,On Time,286.81
213,AC1212,2025-09-10 05:30:00,2025-09-10 13:54:00,2025-09-10 05:30:00,2025-09-10 13:54:00,LAX,FRA,CR9,On Time,787.04
214,AC1213,2025-02-14 07:30:00,2025-02-14 14:00:00,2025-02-14 07:30:00,2025-02-14 14:00:00,CDG,JFK,388,On Time,517.29
215,AC1214,2025-10-22 07:15:00,2025-10-22 20:57:00,2025-10-22 07:15:00,2025-10-22 20:57:00,BOM,DXB,789,On Time,493.48
216,AC1215,2025-03-07 22:15:00,2025-03-08 09:21:00,2025-03-07 22:15:00,2025-03-08 09:21:00,DXB,LHR,77W,On Time,537.38
217,AC1216,2025-03-05 21:15:00,2025-03-06 02:33:00,2025-03-05 21:15:00,2025-03-06 02:33:00,GRU,ATL,CR9,On Time,895.83
218,AC1217,2025-05-26 07:30:00,2025-05-26 11:30:00,2025-05-26 07:30:00,2025-05-26 11:30:00,ATL,CDG,388,Arrived,347.79
219,AC1218,2025-10-01 07:15:00,2025-10-01 16:09:00,2025-10-01 07:15:00,2025-10-01 16:09:00,DXB,ORD,388,On Time,262.1
220,AC1219,2025-06-22 06:00:00,2025-06-22 08:30:00,,,DXB,LAX,388,Cancelled,759.95
221,AC1220,2025-10-20 18:00:00,2025-10-21 01:42:00,2025-10-20 18:00:00,2025-10-21 01:42:00,DFW,NRT,32N,On Time,360.43
222,AC1221,2025-05-06 17:30:00,2025-05-07 00:42:00,2025-05-06 17:30:00,2025-05-07 00:42:00,YYZ,GRU,789,On Time,251.21
223,AC1222,2025-04-15 15:15:00,2025-04-15 20:39:00,2025-04-15 15:15:00,2025-04-15 20:39:00,BOM,SIN,789,On Time,729.39
224,AC1223,2025-03-08 16:00:00,2025-03-08 21:30:00,2025-03-08 16:00:00,2025-03-08 21:30:00,GRU,JFK,789,On Time,342.0
225,AC1224,2025-01-26 14:45:00,2025-01-27 03:03:00,2025-01-26 14:45:00,2025-01-27 03:03:00,DFW,ATL,321,On Time,919.03
226,AC1225,2025-06-17 15:15:00,2025-06-18 02:15:00,2025-06-17 15:15:00,2025-06-18 02:15:00,JNB,DEL,CR9,On Time,547.22
227,AC1226,2025-09-12 05:00:00,2025-09-12 18:18:00,2025-09-12 05:00:00,2025-09-12 18:18:00,LHR,DFW,77W,On Time,922.35
228,AC1227,2025-01-25 06:30:00,2025-01-25 14:12:00,2025-01-25 09:47:00,2025-01-25 17:29:00,ATL,ORD,77W,Delayed,678.19
229,AC1228,2025-02-25 18:15:00,2025-02-26 06:45:00,2025-02-25 22:00:00,2025-02-26 10:30:00,DEL,BOM,321,Delayed,454.7
230,AC1229,2025-10-19 22:15:00,2025-10-20 04:15:00,2025-10-19 22:15:00,2025-10-20 04:15:00,JFK,LHR,321,On Time,440.67
231,AC1230,2025-05-24 08:15:00,2025-05-24 21:57:00,2025-05-24 08:15:00,2025-05-24 21:57:00,BLR,DEL,388,On Time,779.76
232,AC1231,2025-03-15 11:45:00,2025-03-15 19:33:00,2025-03-15 11:45:00,2025-03-15 19:33:00,DEL,DXB,77W,On Time,233.74
233,AC1232,2025-09-23 19:15:00,2025-09-24 04:21:00,2025-09-23 19:15:00,2025-09-24 04:21:00,DEL,DXB,789,On Time,392.21
234,AC1233,2025-07-21 14:30:00,2025-07-21 22:18:00,2025-07-21 14:30:00,2025-07-21 22:18:00,FRA,NRT,32N,On Time,526.57
235,AC1234,2025-01-09 16:30:00,2025-01-10 02:24:00,2025-01-09 16:30:00,2025-01-10 02:24:00,CDG,BLR,789,Arrived,604.47
236,AC1235,2025-12-19 05:45:00,2025-12-19 10:33:00,2025-12-19 05:45:00,2025-12-19 10:33:00,NRT,DEL,738,On Time,926.81
237,AC1236,2025-01-27 20:15:00,2025-01-28 04:21:00,2025-01-28 00:03:00,2025-01-28 08:09:00,CDG,JNB,32N,Delayed,818.17
238,AC1237,2025-05-05 06:00:00,2025-05-05 09:54:00,2025-05-05 06:00:00,2025-05-05 09:54:00,LAX,GRU,738,On Time,467.59
239,AC1238,2025-07-30 21:45:00,2025-07-31 10:09:00,2025-07-30 21:45:00,2025-07-31 10:09:00,BOM,DXB,32N,On Time,171.69
240,AC1239,2025-10-15 15:45:00,2025-10-15 23:51:00,2025-10-15 15:45:00,2025-10-15 23:51:00,LAX,FRA,32N,On Time,263.74
241,AC1240,2025-10-07 16:30:00,2025-10-08 01:36:00,2025-10-07 16:30:00,2025-10-08 01:36:00,JNB,DXB,77W,On Time,324.61
242,AC1241,2025-06-02 14:15:00,2025-06-03 00:21:00,2025-06-02 14:15:00,2025-06-03 00:21:00,CDG,DFW,32N,On Time,518.24
243,AC1242,2025-05-21 14:00:00,2025-05-21 22:42:00,2025-05-21 14:00:00,2025-05-21 22:42:00,CDG,DEL,CR9,On Time,863.48
244,AC1243,2025-03-16 14:00:00,2025-03-16 19:06:00,2025-03-16 14:00:00,2025-03-16 19:06:00,BOM,CDG,77W,On Time,407.48
245,AC1244,2025-09-03 11:15:00,2025-09-03 23:03:00,2025-09-03 11:15:00,2025-09-03 23:03:00,BLR,DEL,77W,On Time,586.47
246,AC1245,2025-11-12 12:15:00,2025-11-12 14:21:00,2025-11-12 13:42:00,2025-11-12 15:48:00,DFW,YYZ,321,Delayed,649.49
247,AC1246,2025-06-19 20:00:00,2025-06-20 06:00:00,2025-06-19 20:00:00,2025-06-20 06:00:00,JFK,CDG,789,On Time,920.55
248,AC1247,2025-07-28 20:45:00,2025-07-29 06:21:00,2025-07-28 20:45:00,2025-07-29 06:21:00,AMS,DEL,32N,On Time,358.41
249,AC1248,2025-02-15 12:00:00,2025-02-16 00:54:00,2025-02-15 12:00:00,2025-02-16 00:54:00,DEL,BOM,321,On Time,852.26
250,AC1249,2025-07-23 20:15:00,2025-07-24 09:27:00,2025-07-23 20:15:00,2025-07-24 09:27:00,ORD,BOM,321,Arrived,888.61
251,AC1250,2025-06-02 08:30:00,2025-06-02 13:36:00,2025-06-02 08:30:00,2025-06-02 13:36:00,GRU,LHR,321,Arrived,570.94
252,AC1251,2025-09-16 19:30:00,2025-09-16 23:24:00,2025-09-16 19:30:00,2025-09-16 23:24:00,LHR,LAX,32N,On Time,254.87
253,AC1252,2025-04-06 05:30:00,2025-04-06 16:54:00,2025-04-06 05:30:00,2025-04-06 16:54:00,BLR,FRA,77W,On Time,748.54
254,AC1253,2025-11-24 17:45:00,2025-11-25 01:39:00,2025-11-24 17:45:00,2025-11-25 01:39:00,ORD,BOM,CR9,On Time,675.48
255,AC1254,2025-09-02 15:15:00,2025-09-02 16:51:00,2025-09-02 15:15:00,2025-09-02 16:51:00,ORD,DXB,32N,On Time,490.79
256,AC1255,2025-06-04 05:30:00,2025-06-04 15:12:00,2025-06-04 05:30:00,2025-06-04 15:12:00,DFW,SYD,77W,On Time,171.56
257,AC1256,2025-03-23 17:30:00,2025-03-24 03:36:00,2025-03-23 17:30:00,2025-03-24 03:36:00,LAX,JFK,77W,On Time,900.73
258,AC1257,2025-04-23 09:45:00,2025-04-23 13:09:00,2025-04-23 12:50:00,2025-04-23 16:14:00,BOM,DEL,32N,Delayed,430.11
259,AC1258,2025-10-03 11:15:00,2025-10-03 21:15:00,2025-10-03 11:15:00,2025-10-03 21:15:00,SIN,ATL,789,On Time,773.52
260,AC1259,2025-12-27 16:00:00,2025-12-28 05:00:00,2025-12-27 16:00:00,2025-12-28 05:00:00,LHR,HKG,388,On Time,807.88
261,AC1260,2025-10-21 22:15:00,2025-10-22 01:51:00,2025-10-22 00:38:00,2025-10-22 04:14:00,JNB,DEL,32N,Delayed,216.48
262,AC1261,2025-09-08 07:45:00,2025-09-08 19:21:00,2025-09-08 07:45:00,2025-09-08 19:21:00,ATL,ORD,388,On Time,546.0
263,AC1262,2025-10-14 19:30:00,2025-10-15 06:00:00,2025-10-14 19:30:00,2025-10-15 06:00:00,BLR,CDG,321,On Time,797.66
264,AC1263,2025-02-07 06:45:00,2025-02-07 12:33:00,2025-02-07 06:45:00,2025-02-07 12:33:00,SIN,AMS,388,On Time,945.12
265,AC1264,2025-08-30 06:30:00,2025-08-30 13:06:00,2025-08-30 06:30:00,2025-08-30 13:06:00,YYZ,BOM,321,On Time,755.64
266,AC1265,2025-08-04 16:45:00,2025-08-04 23:51:00,2025-08-04 18:51:00,2025-08-05 01:57:00,AMS,DEL,738,Delayed,431.79
267,AC1266,2025-10-04 09:30:00,2025-10-04 12:30:00,2025-10-04 09:30:00,2025-10-04 12:30:00,DXB,FRA,738,Arrived,446.24
268,AC1267,2025-01-02 05:30:00,2025-01-02 12:48:00,2025-01-02 05:30:00,2025-01-02 12:48:00,LAX,ATL,32N,On Time,472.03
269,AC1268,2025-05-07 19:30:00,2025-05-07 22:54:00,2025-05-07 19:30:00,2025-05-07 22:54:00,BOM,DEL,32N,On Time,846.42
270,AC1269,2025-12-05 18:00:00,2025-12-05 22:30:00,2025-12-05 18:00:00,2025-12-05 22:30:00,HKG,DXB,321,On Time,612.97
271,AC1270,2025-12-27 06:15:00,2025-12-27 17:03:00,2025-12-27 06:15:00,2025-12-27 17:03:00,BLR,DEL,738,On Time,314.5
272,AC1271,2025-01-29 09:30:00,2025-01-29 13:54:00,,,ATL,DFW,CR9,Cancelled,598.17
273,AC1272,2025-12-11 15:15:00,2025-12-11 20:33:00,2025-12-11 15:15:00,2025-12-11 20:33:00,CDG,JNB,CR9,On Time,667.98
274,AC1273,2025-05-21 06:15:00,2025-05-21 15:33:00,2025-05-21 06:15:00,2025-05-21 15:33:00,ATL,BOM,77W,On Time,531.37
275,AC1274,2025-12-10 17:30:00,2025-12-11 03:42:00,2025-12-10 17:30:00,2025-12-11 03:42:00,AMS,ORD,738,On Time,368.91
276,AC1275,2025-08-31 12:15:00,2025-08-31 17:33:00,2025-08-31 12:15:00,2025-08-31 17:33:00,ORD,DXB,388,On Time,788.79
277,AC1276,2025-07-31 18:15:00,2025-08-01 00:39:00,2025-07-31 18:15:00,2025-08-01 00:39:00,JNB,SIN,388,On Time,394.12
278,AC1277,2025-07-09 07:15:00,2025-07-09 09:21:00,2025-07-09 07:15:00,2025-07-09 09:21:00,JFK,NRT,789,On Time,622.12
279,AC1278,2025-04-07 22:15:00,2025-04-08 05:45:00,2025-04-08 00:10:00,2025-04-08 07:40:00,JFK,LHR,321,Delayed,371.65
280,AC1279,2025-04-08 08:45:00,2025-04-08 21:39:00,2025-04-08 08:45:00,2025-04-08 21:39:00,JNB,CDG,32N,On Time,704.13
281,AC1280,2025-10-10 15:30:00,2025-10-10 21:48:00,2025-10-10 15:30:00,2025-10-10 21:48:00,BOM,FRA,32N,On Time,418.19
282,AC1281,2025-09-12 19:00:00,2025-09-13 06:30:00,2025-09-12 19:00:00,2025-09-13 06:30:00,DFW,SIN,388,On Time,752.15
283,AC1282,2025-07-09 15:45:00,2025-07-09 17:51:00,2025-07-09 19:24:00,2025-07-09 21:30:00,DEL,BLR,32N,Delayed,241.12
284,AC1283,2025-10-24 18:30:00,2025-10-24 21:54:00,2025-10-24 18:30:00,2025-10-24 21:54:00,DFW,SIN,388,On Time,435.27
285,AC1284,2025-10-09 15:30:00,2025-10-10 02:30:00,2025-10-09 15:30:00,2025-10-10 02:30:00,SYD,LHR,789,On Time,720.55
286,AC1285,2025-03-28 16:15:00,2025-03-28 19:27:00,2025-03-28 16:15:00,2025-03-28 19:27:00,SIN,GRU,789,On Time,272.76
287,AC1286,2025-01-31 21:00:00,2025-02-01 09:00:00,2025-01-31 21:00:00,2025-02-01 09:00:00,GRU,JNB,738,On Time,798.94
288,AC1287,2025-07-31 09:15:00,2025-07-31 11:33:00,2025-07-31 09:15:00,2025-07-31 11:33:00,JFK,LHR,321,On Time,301.54
289,AC1288,2025-11-13 20:45:00,2025-11-13 22:27:00,2025-11-13 20:45:00,2025-11-13 22:27:00,BLR,CDG,321,On Time,461.41
290,AC1289,2025-05-21 22:30:00,2025-05-22 00:12:00,2025-05-22 01:52:00,2025-05-22 03:34:00,JFK,LAX,738,Delayed,477.38
291,AC1290,2025-02-24 08:15:00,2025-02-24 12:45:00,2025-02-24 08:15:00,2025-02-24 12:45:00,YYZ,LHR,32N,On Time,329.51
292,AC1291,2025-07-23 07:30:00,2025-07-23 21:00:00,2025-07-23 07:30:00,2025-07-23 21:00:00,DEL,YYZ,CR9,On Time,321.86
293,AC1292,2025-12-17 07:00:00,2025-12-17 09:42:00,2025-12-17 07:00:00,2025-12-17 09:42:00,SIN,JFK,77W,On Time,578.74
294,AC1293,2025-12-26 10:00:00,2025-12-26 17:42:00,2025-12-26 10:00:00,2025-12-26 17:42:00,JFK,CDG,321,On Time,771.03
295,AC1294,2025-02-18 21:00:00,2025-02-19 01:24:00,2025-02-19 00:27:00,2025-02-19 04:51:00,CDG,FRA,CR9,Delayed,856.67
296,AC1295,2025-02-08 13:00:00,2025-02-08 16:42:00,2025-02-08 13:34:00,2025-02-08 17:16:00,LHR,JFK,321,Delayed,918.02
297,AC1296,2025-12-31 17:00:00,2025-12-31 22:12:00,2025-12-31 17:00:00,2025-12-31 22:12:00,FRA,JFK,CR9,On Time,590.36
298,AC1297,2025-10-04 15:45:00,2025-10-05 02:39:00,2025-10-04 15:45:00,2025-10-05 02:39:00,SYD,NRT,738,On Time,940.44
299,AC1298,2025-06-27 06:00:00,2025-06-27 13:00:00,2025-06-27 07:57:00,2025-06-27 14:57:00,SIN,HKG,388,Delayed,622.29
300,AC1299,2025-07-23 15:00:00,2025-07-24 00:24:00,2025-07-23 15:00:00,2025-07-24 00:24:00,FRA,SYD,388,On Time,493.96
301,AC1300,2025-07-12 18:15:00,2025-07-13 04:15:00,2025-07-12 18:15:00,2025-07-13 04:15:00,ATL,DXB,388,On Time,191.13
302,AC1301,2025-05-07 07:00:00,2025-05-07 11:48:00,2025-05-07 07:00:00,2025-05-07 11:48:00,FRA,YYZ,CR9,On Time,770.63
303,AC1302,2025-06-12 16:00:00,2025-06-12 18:36:00,,,ORD,JFK,789,Cancelled,489.13
304,AC1303,2025-03-09 07:15:00,2025-03-09 14:09:00,2025-03-09 07:15:00,2025-03-09 14:09:00,HKG,CDG,321,On Time,545.33
305,AC1304,2025-07-01 22:00:00,2025-07-02 07:00:00,2025-07-01 22:00:00,2025-07-02 07:00:00,LAX,JFK,321,On Time,836.89
306,AC1305,2025-07-18 07:15:00,2025-07-18 15:51:00,2025-07-18 07:15:00,2025-07-18 15:51:00,JFK,LAX,789,On Time,436.01
307,AC1306,2025-05-18 20:15:00,2025-05-18 22:33:00,2025-05-18 20:15:00,2025-05-18 22:33:00,LAX,FRA,77W,On Time,469.51
308,AC1307,2025-07-04 13:15:00,2025-07-04 23:45:00,2025-07-04 13:15:00,2025-07-04 23:45:00,LHR,JFK,321,On Time,631.84
309,AC1308,2025-06-05 05:45:00,2025-06-05 11:27:00,2025-06-05 05:45:00,2025-06-05 11:27:00,BLR,FRA,32N,On Time,787.38
310,AC1309,2025-08-09 09:30:00,2025-08-09 15:00:00,,,DEL,DXB,77W,Cancelled,286.71
311,AC1310,2025-06-13 14:45:00,2025-06-14 04:21:00,2025-06-13 16:38:00,2025-06-14 06:14:00,DEL,BLR,789,Delayed,432.13
312,AC1311,2025-07-06 08:15:00,2025-07-06 17:09:00,2025-07-06 08:15:00,2025-07-06 17:09:00,NRT,YYZ,789,On Time,685.82
313,AC1312,2025-08-25 11:45:00,2025-08-25 23:15:00,2025-08-25 12:32:00,2025-08-26 00:02:00,CDG,JFK,738,Delayed,799.74
314,AC1313,2025-12-11 20:15:00,2025-12-12 05:39:00,2025-12-11 20:15:00,2025-12-12 05:39:00,NRT,DFW,789,On Time,666.69
315,AC1314,2025-07-13 07:45:00,2025-07-13 21:39:00,2025-07-13 07:45:00,2025-07-13 21:39:00,SIN,DXB,CR9,On Time,452.67
316,AC1315,2025-12-21 18:00:00,2025-12-22 05:24:00,2025-12-21 18:00:00,2025-12-22 05:24:00,LHR,FRA,CR9,On Time,863.27
317,AC1316,2025-02-13 08:15:00,2025-02-13 17:57:00,2025-02-13 08:15:00,2025-02-13 17:57:00,LHR,YYZ,738,On Time,657.01
318,AC1317,2025-12-13 17:30:00,2025-12-14 07:06:00,2025-12-13 17:30:00,2025-12-14 07:06:00,JFK,LHR,738,On Time,128.75
319,AC1318,2025-09-23 22:15:00,2025-09-24 05:21:00,2025-09-23 22:15:00,2025-09-24 05:21:00,DFW,FRA,388,On Time,761.04
320,AC1319,2025-03-19 16:00:00,2025-03-19 23:30:00,2025-03-19 16:00:00,2025-03-19 23:30:00,FRA,JFK,388,On Time,884.05
321,AC1320,2025-03-14 16:30:00,2025-03-14 22:18:00,2025-03-14 19:13:00,2025-03-15 01:01:00,JFK,GRU,CR9,Delayed,520.83
322,AC1321,2025-12-23 19:30:00,2025-12-23 21:48:00,2025-12-23 19:30:00,2025-12-23 21:48:00,LHR,JFK,789,On Time,709.95
323,AC1322,2025-11-28 08:15:00,2025-11-28 21:21:00,2025-11-28 08:15:00,2025-11-28 21:21:00,JFK,LAX,77W,On Time,548.27
324,AC1323,2025-10-14 18:45:00,2025-10-14 23:09:00,2025-10-14 18:45:00,2025-10-14 23:09:00,CDG,JFK,77W,On Time,273.09
325,AC1324,2025-07-22 05:15:00,2025-07-22 12:21:00,2025-07-22 05:15:00,2025-07-22 12:21:00,DXB,DEL,789,On Time,123.69
326,AC1325,2025-12-27 07:00:00,2025-12-27 18:30:00,2025-12-27 07:00:00,2025-12-27 18:30:00,ATL,ORD,77W,On Time,423.61
327,AC1326,2025-05-15 20:30:00,2025-05-16 05:30:00,2025-05-15 20:30:00,2025-05-16 05:30:00,ORD,AMS,321,On Time,607.21
328,AC1327,2025-08-23 10:30:00,2025-08-23 23:30:00,2025-08-23 10:30:00,2025-08-23 23:30:00,DEL,NRT,CR9,On Time,677.85
329,AC1328,2025-06-06 08:15:00,2025-06-06 14:27:00,2025-06-06 08:15:00,2025-06-06 14:27:00,DEL,BLR,32N,On Time,442.42
330,AC1329,2025-07-16 18:15:00,2025-07-17 01:51:00,2025-07-16 18:15:00,2025-07-17 01:51:00,FRA,ATL,388,On Time,882.9
331,AC1330,2025-10-12 10:45:00,2025-10-12 15:51:00,2025-10-12 10:45:00,2025-10-12 15:51:00,YYZ,ATL,32N,On Time,818.85
332,AC1331,2025-07-03 05:45:00,2025-07-03 08:57:00,2025-07-03 08:38:00,2025-07-03 11:50:00,FRA,YYZ,CR9,Delayed,539.51
333,AC1332,2025-09-09 18:45:00,2025-09-10 02:21:00,2025-09-09 18:45:00,2025-09-10 02:21:00,LHR,LAX,738,On Time,145.61
334,AC1333,2025-01-17 13:15:00,2025-01-17 21:27:00,2025-01-17 13:15:00,2025-01-17 21:27:00,HKG,CDG,77W,On Time,499.58
335,AC1334,2025-09-11 22:00:00,2025-09-12 06:42:00,2025-09-11 22:00:00,2025-09-12 06:42:00,SIN,JNB,CR9,On Time,570.78
336,AC1335,2025-01-22 19:15:00,2025-01-23 09:09:00,2025-01-22 19:15:00,2025-01-23 09:09:00,AMS,HKG,388,On Time,808.96
337,AC1336,2025-01-17 19:30:00,2025-01-18 01:24:00,2025-01-17 21:52:00,2025-01-18 03:46:00,HKG,ATL,77W,Delayed,838.19
338,AC1337,2025-05-02 11:30:00,2025-05-02 23:48:00,2025-05-02 11:30:00,2025-05-02 23:48:00,LAX,JFK,CR9,On Time,475.38
339,AC1338,2025-04-16 11:00:00,2025-04-16 19:36:00,2025-04-16 11:00:00,2025-04-16 19:36:00,FRA,GRU,CR9,On Time,615.39
340,AC1339,2025-05-30 14:30:00,2025-05-31 03:54:00,2025-05-30 14:30:00,2025-05-31 03:54:00,ORD,ATL,738,On Time,867.13
341,AC1340,2025-07-30 06:30:00,2025-07-30 18:48:00,2025-07-30 06:30:00,2025-07-30 18:48:00,NRT,JNB,32N,On Time,838.85
342,AC1341,2025-06-14 12:45:00,2025-06-14 20:21:00,2025-06-14 12:45:00,2025-06-14 20:21:00,DFW,DEL,738,On Time,343.04
343,AC1342,2025-02-08 07:45:00,2025-02-08 15:39:00,2025-02-08 07:45:00,2025-02-08 15:39:00,BOM,DXB,789,On Time,897.16
344,AC1343,2025-06-17 05:00:00,2025-06-17 15:36:00,2025-06-17 05:00:00,2025-06-17 15:36:00,BOM,DEL,789,On Time,671.24
345,AC1344,2025-10-01 17:15:00,2025-10-02 06:51:00,2025-10-01 19:51:00,2025-10-02 09:27:00,BOM,JFK,321,Delayed,342.89
346,AC1345,2025-10-08 09:45:00,2025-10-08 21:09:00,2025-10-08 13:30:00,2025-10-09 00:54:00,SYD,DEL,77W,Delayed,160.18
347,AC1346,2025-08-24 05:00:00,2025-08-24 18:06:00,2025-08-24 05:00:00,2025-08-24 18:06:00,JFK,AMS,CR9,On Time,498.91
348,AC1347,2025-04-14 09:30:00,2025-04-14 13:00:00,,,AMS,NRT,789,Cancelled,347.44
349,AC1348,2025-02-12 16:15:00,2025-02-12 18:21:00,2025-02-12 16:15:00,2025-02-12 18:21:00,DXB,BOM,77W,On Time,722.57
350,AC1349,2025-12-02 07:00:00,2025-12-02 08:30:00,2025-12-02 07:00:00,2025-12-02 08:30:00,HKG,DEL,789,On Time,230.14
351,AC1350,2025-08-16 05:00:00,2025-08-16 15:12:00,2025-08-16 07:18:00,2025-08-16 17:30:00,ATL,CDG,738,Delayed,696.05
352,AC1351,2025-07-16 07:00:00,2025-07-16 09:48:00,2025-07-16 07:00:00,2025-07-16 09:48:00,LHR,JFK,32N,On Time,368.38
353,AC1352,2025-03-10 09:00:00,2025-03-10 17:06:00,2025-03-10 09:00:00,2025-03-10 17:06:00,BOM,DEL,CR9,On Time,659.52
354,AC1353,2025-04-20 09:45:00,2025-04-20 18:57:00,2025-04-20 09:45:00,2025-04-20 18:57:00,BLR,DEL,738,On Time,300.31
355,AC1354,2025-03-05 17:30:00,2025-03-06 07:00:00,2025-03-05 17:30:00,2025-03-06 07:00:00,JNB,LAX,32N,On Time,236.06
356,AC1355,2025-05-08 22:30:00,2025-05-09 09:42:00,2025-05-08 22:30:00,2025-05-09 09:42:00,DEL,LAX,321,On Time,823.75
357,AC1356,2025-04-16 21:15:00,2025-04-17 08:03:00,2025-04-16 21:15:00,2025-04-17 08:03:00,DXB,BOM,77W,On Time,165.29
358,AC1357,2025-09-11 17:00:00,2025-09-11 21:30:00,2025-09-11 17:00:00,2025-09-11 21:30:00,JNB,ORD,32N,On Time,178.94
359,AC1358,2025-07-04 15:15:00,2025-07-04 21:33:00,2025-07-04 17:32:00,2025-07-04 23:50:00,GRU,JNB,321,Delayed,423.29
360,AC1359,2025-08-30 07:00:00,2025-08-30 15:48:00,2025-08-30 07:00:00,2025-08-30 15:48:00,DXB,FRA,CR9,On Time,299.07
